Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2024-10-03,4095.729248046875,4140.48206305418,4073.715701205444,4124.6130512546615,3350119
2024-10-04,4114.59814453125,4158.8671468505645,4087.3108328002295,4088.2302688328605,2965463
2024-10-07,4134.5322265625,4158.142271441105,4092.488572171604,4135.548047668522,1472619
2024-10-08,4115.56640625,4140.869800034202,4067.862504526245,4134.290114442963,1541867
2024-10-09,4115.2763671875,4155.964962051848,4109.228688255527,4122.097960032799,1082504
2024-10-10,4090.552978515625,4154.852086865368,4062.6854643067595,4115.566271888714,2378875
2024-10-11,4014.884521484375,4104.632068442549,3979.3241726896263,4008.885035554904,5759183
2024-10-14,4002.740234375,4030.55955301569,3988.758286403975,4005.981884259405,2137590
2024-10-15,3983.532958984375,4034.9627935360827,3962.4388459373426,3997.3216655911165,2759474
2024-10-16,3962.390625,3981.791625367445,3935.5389317791137,3952.762767831352,2359151
2024-10-17,3975.98583984375,3996.2578476082817,3960.4553538692003,3979.662639462069,2522659
2024-10-18,3999.3134765625,4021.7203200989325,3957.555634138583,3967.2555253987266,2361000
2024-10-21,3957.410400390625,4015.7068440923113,3947.8559123636996,4008.577328984528,1595450
2024-10-22,3894.99169921875,3967.0619453741715,3886.1163926124573,3943.976154656565,1928049
2024-10-23,3944.218505859375,3990.0988046535886,3875.2521803889317,3879.568821693881,1966476
2024-10-24,3926.419189453125,3956.5859483101467,3883.83675828238,3883.83675828238,2676744
2024-10-25,3935.77978515625,3969.195866237257,3911.6754584473592,3935.294790548938,1759676
2024-10-28,3968.080322265625,4009.935260557306,3929.4261588093,3946.8374171860255,1532534
2024-10-29,3952.948486328125,3980.3506812213877,3938.2532446772457,3972.93035856872,1445885
2024-10-30,3962.066162109375,3983.7455147493297,3938.20457065421,3952.7058613595127,1935002
2024-10-31,3849.353515625,3955.9069218182585,3841.1571544133103,3947.8559642581245,3740372
2024-11-01,3864.630859375,3878.938199838426,3856.7255422512235,3870.1114403526394,154895
2024-11-04,3845.182373046875,3872.099571810969,3795.8100203095887,3847.2679917961304,2269192
2024-11-05,3852.16650390625,3866.3767502220803,3822.824332131484,3822.824332131484,967590
2024-11-06,4015.41552734375,4025.2608225821327,3855.949404329062,3883.4486917123177,3792017
2024-11-07,4026.32763671875,4079.57994326919,3962.4539969486996,4044.5637158676946,3724349
2024-11-08,4022.544921875,4044.6121745812106,3994.075646185662,4030.3048349145465,1648039
2024-11-11,4072.693603515625,4107.2248380989095,3994.0756993115056,4004.30936894503,1406487
2024-11-12,4071.43212890625,4091.4139989704845,4039.374178796796,4089.4740207822574,1587640
2024-11-13,4025.79443359375,4070.801833976732,4007.073359426007,4052.7116316381544,1098813
2024-11-14,4021.47802734375,4035.1549694416417,3992.9121303063102,4010.905240057978,1825432
2024-11-18,3898.87158203125,4086.564491876516,3870.4508511622103,4086.564491876516,3313944
2024-11-19,3918.31982421875,4008.1406798497587,3893.6336470463475,3899.2593948174936,1776233
2024-11-21,3950.620361328125,3969.632006373062,3903.2362971405664,3923.5089754295373,2384347
2024-11-22,4117.21630859375,4127.255791674707,3932.3362698538967,3948.826086476372,3096553
2024-11-25,4185.6005859375,4198.210445821571,4124.588358608542,4151.553869524998,4052167
2024-11-26,4222.07177734375,4235.554531211471,4180.653053005666,4191.371243191725,2060669
2024-11-27,4202.5263671875,4246.030475961368,4194.281459285357,4228.134460044407,1558993
2024-11-28,4117.5068359375,4209.704588548958,4105.964059812125,4189.3831264655255,2558544
2024-11-29,4142.67822265625,4169.6925149918,4069.7348497124067,4093.3541800502844,2017425
2024-12-02,4148.30419921875,4159.507858606023,4103.102607971946,4141.853865792613,1670944
2024-12-03,4173.62109375,4195.203353778107,4137.4406854909785,4184.873063366567,2010905
2024-12-04,4223.720703125,4255.294134456121,4160.331816800302,4184.09655121775,3302642
2024-12-05,4330.080078125,4354.28149800041,4229.152891798126,4268.728261518066,3746747
2024-12-06,4312.0869140625,4331.001703135545,4280.319768311618,4319.361832936747,1842087
2024-12-09,4318.537109375,4335.269422250966,4283.035411677881,4297.48862894812,2066639
2024-12-10,4299.525390625,4358.937228456419,4279.689395884744,4293.3175545403665,2087828
2024-12-11,4294.5791015625,4315.142589520432,4274.742631915723,4298.846959544141,1635256
2024-12-12,4321.2529296875,4350.400911336998,4293.171557096444,4297.099823317902,1914642
2024-12-13,4339.63427734375,4360.004049089532,4262.520141449004,4301.853484877481,1967048
2024-12-16,4282.6962890625,4340.701450842869,4265.042297062814,4325.181624426447,1646224
2024-12-17,4198.59814453125,4299.913703324132,4188.413258192431,4277.652262303988,3225027
2024-12-18,4217.36767578125,4231.092928358877,4160.865804374348,4182.302660612175,1575404
2024-12-19,4143.6962890625,4233.03237876608,4134.093491819669,4153.493273573867,3015763
2024-12-20,4045.145263671875,4250.49214099331,4027.879647529603,4199.082719844829,4116989
2024-12-23,4033.505859375,4090.4444142797056,3991.4084232539954,4074.002908057992,2195338
2024-12-24,4054.0693359375,4091.413915297135,4033.505378111853,4033.505378111853,1181886
2024-12-26,4043.98193359375,4073.9061941413947,4018.810525242107,4054.0697262118515,1208464
2024-12-27,4039.859619140625,4055.476540004669,4022.7877144748536,4038.0650443929867,858100
2024-12-30,4033.99072265625,4073.2752835729434,3988.595419492412,4026.42499667145,1527169
2024-12-31,3971.91162109375,4015.706773329986,3911.0448018958355,4010.905137583686,1555429
2025-01-01,3989.031982421875,4009.9350586977566,3962.8420391289646,3971.523394469491,763161
2025-01-02,4050.432373046875,4057.4647946967793,3973.9974140823724,3996.3554755320897,1720835
2025-01-03,3976.858642578125,4054.5065625314137,3969.4868667163137,4054.5065625314137,1791953
2025-01-06,3972.105712890625,4025.1155271295806,3944.363927471914,3982.290599333934,2085593
2025-01-07,3907.407470703125,4016.094805950417,3891.1601518984303,3991.4571754437297,2669054
2025-01-08,3985.103515625,4002.1754201894155,3897.174089788178,3913.809309763652,2181277
2025-01-09,3917.640869140625,4013.5727036993608,3904.49746847351,3977.925601563912,2392472
2025-01-10,4137.6337890625,4168.043041186458,4044.854429077852,4073.9541012294912,7894300
2025-01-13,4162.32080078125,4193.215051897399,4100.532298548952,4117.604203399273,4003771
2025-01-14,4106.01220703125,4184.435921193229,4092.4323595097817,4172.893145525479,3441709
2025-01-15,4122.06640625,4128.710927329509,4081.1814541403382,4091.4146512637158,1653474
2025-01-16,4080.0654296875,4165.133672962174,4066.0493697619536,4132.154039780826,2637705
2025-01-17,4074.13818359375,4109.996975792013,4050.1831231881365,4109.305296575243,1761466
2025-01-20,4028.2041015625,4095.3768153243486,4018.62212534306,4095.3768153243486,1287799
2025-01-21,3986.764404296875,4061.000302162467,3980.9854579700177,4045.491300349546,1971591
2025-01-22,4106.0458984375,4112.516041833744,3995.0128065804856,4000.74231294192,2409223
2025-01-23,4095.031494140625,4140.373142651605,4089.6967853278056,4117.307038660843,1822998
2025-01-24,4101.84716796875,4127.185103550523,4054.085128044842,4054.085128044842,1910099
2025-01-27,4015.707763671875,4105.7987421505895,3991.901023160227,4052.109674254546,1551782
2025-01-28,3991.16015625,4052.1096856868503,3979.306105487386,4021.2892019383103,2468272
2025-01-29,4049.936279296875,4057.888661146309,4004.693511497203,4004.693511497203,1217089
2025-01-30,4050.18310546875,4079.6701524518658,4009.1386486944825,4050.035026306533,1531251
2025-01-31,4062.383056640625,4078.2381387724013,4035.563363544183,4060.0123429818477,1492943
2025-02-01,4023.610595703125,4085.5974046676292,4006.6692774506637,4062.9760202550738,437172
2025-02-03,4019.1650390625,4027.413578843086,3950.0658526045604,3981.8741725917307,1265713
2025-02-04,4057.097900390625,4068.7546725517195,4016.5968031738958,4034.0320389626604,2547132
2025-02-05,4041.34228515625,4099.525820208286,4026.4258417274636,4099.525820208286,1693912
2025-02-06,4033.09375,4089.1535308615516,4002.2732667297546,4055.468173998699,2284536
2025-02-07,3980.392333984375,4040.255383072488,3959.2527079106435,4040.255383072488,1548940
2025-02-10,3987.850830078125,4002.7178337412574,3965.5258456983292,3990.8637829009576,1339511
2025-02-11,3915.34375,3990.863885944065,3906.8976903239545,3969.5264974120864,1810908
2025-02-12,3902.1064453125,3972.83571115218,3892.228069702002,3922.801835153518,1678002
2025-02-13,3862.593017578125,3935.989398017966,3854.789197163407,3919.739518058658,2277310
2025-02-14,3886.99267578125,3899.982643080853,3852.5664407333657,3877.2623794560154,1681975
2025-02-17,3857.011474609375,3886.152680525876,3809.2988756711575,3809.595275152018,1799806
2025-02-18,3826.09228515625,3876.669518619195,3817.498146852113,3850.9857427573356,2149879
2025-02-19,3738.076171875,3827.82106864859,3722.319970005145,3825.1045153843083,4366672
2025-02-20,3733.43310546875,3741.928604788681,3705.675015273267,3715.7509099558138,2888572
2025-02-21,3739.953125,3770.5760903658215,3729.0869114830957,3730.173629303301,1833931
2025-02-24,3630.89599609375,3717.430425557689,3625.364009039234,3697.624233350342,2508516
2025-02-25,3585.40576171875,3613.5096912637337,3577.2066619706934,3580.911052714881,4101954
2025-02-27,3568.612548828125,3593.752965954935,3556.9065775254853,3567.772790451682,3823856
2025-02-28,3440.88525390625,3556.215291484246,3414.954517405844,3541.348287656423,7085018
2025-03-03,3450.56591796875,3480.398563015721,3433.871319078812,3442.6137776512555,4990439
2025-03-04,3489.091796875,3507.811270911589,3422.1658003657744,3431.747776723982,2797737
2025-03-05,3503.9091796875,3556.5609685813047,3478.0278844831014,3478.0278844831014,2501894
2025-03-06,3557.7958984375,3565.5502786807147,3493.0925374232374,3513.7382462249243,2786513
2025-03-07,3567.27880859375,3580.9110146215976,3530.926339576579,3556.2150765897245,2051315
2025-03-10,3545.990966796875,3578.0464882486435,3539.0269050026495,3562.6361259918417,1004626
2025-03-11,3531.815673828125,3545.1020407658093,3494.623445019518,3514.7260358188087,1995450
2025-03-12,3463.555908203125,3525.8391128612507,3444.4413966520915,3521.640803348143,3174167
2025-03-13,3468.346923828125,3481.435770783201,3441.724751274507,3459.703345650245,1693004
2025-03-17,3455.1591796875,3487.5108578515615,3435.0568312409873,3446.565041661376,2690906
2025-03-18,3455.1591796875,3455.1591796875,3455.1591796875,3455.1591796875,0
2025-03-19,3454.56689453125,3503.8598932625678,3420.634577218764,3503.8598932625678,3051244
2025-03-20,3519.813232421875,3535.4211137803227,3469.285438744659,3469.285438744659,2845192
2025-03-21,3534.58154296875,3572.267448060842,3422.857022476548,3432.735397721791,4161925
2025-03-24,3584.81298828125,3605.360057323045,3523.2214624383355,3556.215139766549,1834751
2025-03-25,3613.262939453125,3664.877453453925,3593.753147079617,3600.6680101993416,3135390
2025-03-26,3591.579833984375,3635.736124498959,3581.7508985374016,3603.3844445431537,1734499
2025-03-27,3606.79248046875,3618.449012006768,3566.5875396807087,3570.884729570523,2528474
2025-03-28,3562.290283203125,3616.4238291582196,3548.2135981206075,3606.5948937734543,2051919
2025-04-01,3507.613525390625,3540.4096829245336,3482.1272690594255,3529.2470706788267,2618493
2025-04-02,3500.8466796875,3520.751750127819,3487.1158348283598,3500.8961197970325,1764313
2025-04-03,3361.75927734375,3459.407116080848,3354.8444144618065,3448.5409029806515,4537821
2025-04-04,3259.27099609375,3358.301706837936,3255.418526258992,3321.702519893932,5317367
2025-04-07,3234.2294921875,3251.368328518194,3018.8809120553065,3062.296322980731,6623955
2025-04-08,3252.899658203125,3308.2680019006634,3215.70767038631,3261.889076504213,5557558
2025-04-09,3207.11328125,3230.2285819736,3172.9834478453536,3220.893565957195,2990265
2025-04-11,3192.197021484375,3258.8266155521846,3167.0071641277755,3249.5410391127716,7108961
2025-04-15,3208.69384765625,3274.08864453866,3199.2107519795586,3274.08864453866,3512160
2025-04-16,3233.982666015625,3238.230415776077,3189.727494903794,3208.6939279027843,2384391
2025-04-17,3258.777099609375,3263.420128892314,3178.861140676779,3206.026672488032,2932346
2025-04-21,3281.201416015625,3313.207257273907,3244.1575066096107,3250.084532114573,2432946
2025-04-22,3274.088623046875,3293.3514549412,3254.9246713743637,3282.18908375484,2710498
2025-04-23,3371.48974609375,3379.2935667052634,3296.7104876244343,3324.0735410505326,3543923
2025-04-24,3360.228271484375,3370.9956041985065,3346.4971849798935,3359.734352714529,2252175
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991
2025-04-28,3401.61865234375,3415.7447777461534,3363.586906121815,3393.222033047998,1593296
2025-04-29,3430.265869140625,3452.492213865078,3388.6778120988047,3412.9787121327167,1578332
2025-04-30,3411.694580078125,3467.2110034862103,3325.061273098265,3429.772055911222,2809332
2025-05-02,3389.2705078125,3449.034677361511,3378.4042951672254,3429.7718458539784,1721761
2025-05-05,3412.287109375,3461.87650342117,3404.4830484567965,3408.0393599095555,1284443
2025-05-06,3417.91796875,3430.759857071893,3395.1977047958817,3417.91796875,1324763
2025-05-07,3403.19921875,3417.4239829127787,3378.997198925932,3378.997198925932,1477128
2025-05-08,3406.952880859375,3434.7112128994936,3386.998610284149,3406.063923519544,2543591
2025-05-09,3398.457763671875,3404.2859090779284,3356.7710649388723,3357.6600223156292,2531757
2025-05-12,3576.366943359375,3586.344199009816,3459.604594038759,3462.370587392757,2228678
2025-05-13,3472.2490234375,3578.935479918652,3467.803754417452,3576.3670057941126,3062887
2025-05-14,3505.5390625,3517.689512589028,3465.9269214811093,3478.1760106222882,2119499
2025-05-15,3536.359619140625,3556.21525075921,3471.360099994329,3520.653098251618,3548330
2025-05-16,3517.98583984375,3550.1891985825587,3502.970757638989,3550.1891985825587,1666727
2025-05-19,3476.0029296875,3506.8234139931265,3461.086485739748,3506.8234139931265,2537377
2025-05-20,3455.752197265625,3514.726051583229,3451.5044475075333,3488.8447556489973,2038374
2025-05-21,3482.917724609375,3493.9814570703943,3455.752191652226,3465.334167770128,1440153
2025-05-22,3434.711181640625,3455.2582510362627,3409.323804689904,3452.492257645667,2034383
2025-05-23,3471.853759765625,3492.005548214681,3423.4497224636393,3434.7109734490655,1274331
2025-05-26,3494.27783203125,3501.884132971573,3467.4086987656956,3478.176031648211,967470
2025-05-27,3456.147216796875,3496.944956186642,3440.7370955910233,3489.042255720683,2467680
2025-05-28,3455.1591796875,3486.0785417090847,3450.5163916661472,3477.1880041983504,1222933
2025-05-29,3455.5546875,3489.536203315723,3444.0956752612224,3462.0742707354857,3188072
2025-05-30,3421.2763671875,3464.049779998847,3411.10183367777,3447.5529416641066,3404365
2025-06-02,3407.842041015625,3417.91793582919,3377.0215575741954,3408.039560292111,1877585
2025-06-03,3363.784423828125,3431.2537776661225,3359.1416355127826,3404.0882446631517,2848125
2025-06-04,3369.465087890625,3383.3182215676084,3358.6020509863906,3377.5377895527827,2544807
2025-06-05,3359.6982421875,3397.4699581243544,3352.3231247435624,3397.4699581243544,3584683
2025-06-06,3372.75390625,3379.4311968394054,3347.3401523789876,3359.6983590738273,2070390
2025-06-09,3410.326416015625,3422.3855889461993,3379.431263640164,3388.500583115049,1718678
2025-06-10,3451.187744140625,3474.0104381585516,3411.6220654345716,3428.365293437595,2419874
2025-06-11,3460.1572265625,3477.1994881899896,3437.4345354790357,3458.2637500771752,2847013
2025-06-12,3422.584716796875,3462.9477367145046,3411.6219212636915,3460.1571582794445,4060134
2025-06-13,3434.0458984375,3438.8297125316194,3381.723464034396,3381.723464034396,2178493
2025-06-16,3484.474853515625,3497.131850878911,3414.6118485958773,3428.365222862198,1934088
2025-06-17,3503.41064453125,3508.094699586469,3476.302688697425,3498.1285214626437,2111940
2025-06-18,3439.7265625,3526.033760927228,3431.4548294482115,3507.19778191584,2696327
2025-06-19,3412.41943359375,3439.3281148750093,3401.4566375162,3438.331497049777,2672768
2025-06-20,3424.07958984375,3434.6438354271677,3399.3634207293467,3413.415828473248,2351248
2025-06-23,3382.122314453125,3413.416016519491,3358.6020366921707,3403.4498383690693,3123421
2025-06-24,3378.932861328125,3430.4581957754644,3370.561369209563,3422.983562342859,3403048
2025-06-25,3433.14892578125,3438.331289496645,3388.5004012430704,3395.775759591069,1757699
2025-06-26,3430.1591796875,3439.7265645422617,3403.748808087712,3433.149033076155,2879106
2025-06-27,3429.461669921875,3454.675906058565,3419.395732636828,3443.3145602623845,1778433
2025-06-30,3450.290771484375,3453.180865734764,3418.399002366091,3428.2654211111044,1468351
2025-07-01,3418.10009765625,3473.213111911396,3401.9549375924103,3443.3145772321013,2375183
2025-07-02,3411.7216796875,3478.0962775498906,3408.4327923652227,3475.4054582188955,3090585
2025-07-03,3389.2978515625,3423.6811655474544,3386.1087232761492,3418.3990425621496,2531870
2025-07-04,3408.233642578125,3415.409242162467,3378.6341422209043,3396.473503732036,1109320
2025-07-07,3400.160888671875,3414.5123309346973,3396.8720012794643,3406.738663456697,1639174
2025-07-08,3394.679443359375,3413.415906340367,3381.922687075622,3393.483550682905,2325242
2025-07-09,3372.355224609375,3402.4530322953497,3355.611997580095,3398.4665612557537,2034938
2025-07-10,3370.561279296875,3387.5037812921582,3344.6492174217365,3368.5680437680185,3035012
2025-07-11,3254.95361328125,3323.7202389139525,3250.070283569519,3288.738858113972,7635550
2025-07-14,3211.800048828125,3260.933353706794,3189.1768740408747,3254.9536470679677,3924009
2025-07-15,3241.300048828125,3248.375889064686,3195.1565970327038,3195.1565970327038,2590889
2025-07-16,3233.10009765625,3244.89990234375,3220.60009765625,3227.0,2540733
2025-07-17,3209.199951171875,3242.0,3204.10009765625,3224.10009765625,2947640
2025-07-18,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645
2025-07-21,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847
2025-08-04,3074.39990234375,3079.39990234375,2991.60009765625,3009.10009765625,2519252
2025-08-05,3063.89990234375,3077.5,3042.0,3074.39990234375,1927996
2025-08-06,3032.300048828125,3066.800048828125,3026.0,3063.0,1487081
2025-08-07,3047.0,3051.60009765625,3010.89990234375,3016.0,2543076
2025-08-08,3036.39990234375,3059.800048828125,3025.0,3048.10009765625,2762140
2025-08-11,3040.800048828125,3049.89990234375,3021.300048828125,3036.39990234375,1884215
2025-08-12,3035.39990234375,3096.39990234375,3026.89990234375,3041.0,3358232
2025-08-13,3036.199951171875,3044.39990234375,3028.60009765625,3036.10009765625,2148166
2025-08-14,3022.300048828125,3055.89990234375,3019.10009765625,3034.0,3342174
2025-08-18,3011.199951171875,3049.0,3003.39990234375,3046.5,2945609
2025-08-19,3016.199951171875,3025.0,3011.10009765625,3011.199951171875,2650784
2025-08-20,3098.60009765625,3103.39990234375,3010.89990234375,3010.89990234375,4952358
2025-08-21,3102.60009765625,3130.0,3083.10009765625,3130.0,3230726
2025-08-22,3054.0,3095.699951171875,3050.0,3086.0,1593791
2025-08-25,3140.60009765625,3152.0,3077.10009765625,3087.300048828125,3448370
2025-08-26,3157.199951171875,3162.0,3120.0,3129.0,5522097
2025-08-27,3157.199951171875,3157.199951171875,3157.199951171875,3157.199951171875,0
2025-08-28,3093.699951171875,3146.5,3086.5,3145.0,3116051
2025-08-29,3084.699951171875,3115.0,3077.199951171875,3093.0,2271789
2025-09-01,3112.60009765625,3131.10009765625,3090.0,3090.0,1246862
2025-09-02,3111.5,3155.0,3103.10009765625,3121.10009765625,2185229
2025-09-03,3097.5,3141.89990234375,3088.0,3129.89990234375,1799774
2025-09-04,3095.699951171875,3118.0,3090.800048828125,3116.0,1481391
2025-09-05,3048.300048828125,3103.39990234375,3028.60009765625,3097.10009765625,2802055
2025-09-08,3019.0,3064.89990234375,3016.0,3050.0,2626187
2025-09-09,3049.39990234375,3060.0,3030.800048828125,3032.10009765625,2489301
2025-09-10,3110.0,3122.699951171875,3053.39990234375,3056.39990234375,2079428
2025-09-11,3124.199951171875,3139.0,3110.10009765625,3139.0,2263446
2025-09-12,3133.39990234375,3148.699951171875,3121.0,3144.0,1447167
2025-09-15,3111.89990234375,3134.0,3096.0,3134.0,1732539
2025-09-16,3145.699951171875,3150.0,3109.10009765625,3128.0,2573429
2025-09-17,3172.800048828125,3182.39990234375,3142.39990234375,3152.0,2418271
2025-09-18,3176.699951171875,3203.0,3161.39990234375,3185.0,2633138
2025-09-19,3169.199951171875,3180.5,3144.0,3170.0,4901694
2025-09-22,3073.800048828125,3106.89990234375,3065.0,3095.0,3634901
2025-09-23,3062.39990234375,3080.699951171875,3052.0,3070.0,3177741
2025-09-24,3035.39990234375,3057.0,3033.0,3050.0,1625714
2025-09-25,2957.39990234375,3029.60009765625,2951.0,3022.0,4974361
2025-09-26,2899.10009765625,2954.800048828125,2891.300048828125,2941.0,3934636
2025-09-29,2896.10009765625,2929.300048828125,2894.0,2916.0,3110035
2025-09-30,2888.39990234375,2915.300048828125,2885.10009765625,2911.0,2253458
2025-10-01,2914.199951171875,2924.800048828125,2866.60009765625,2891.0,1952902
2025-10-02,2914.199951171875,2914.199951171875,2914.199951171875,2914.199951171875,0
2025-10-03,2901.89990234375,2924.0,2891.10009765625,2924.0,2899519
